1765908736.348951 server started (26601): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1765908736.348989 on Linux 6.17.9-arch1-1 #1 SMP PREEMPT_DYNAMIC Mon, 24 Nov 2025 15:21:09 +0000
1765908736.348999 using libevent 2.1.12-stable poll
1765908736.349003 using ncurses 6.5 20240427
1765908736.499446 new key \033[12@: 0x60000010e25c (C-S-F2)
1765908736.499448 new key \033[13@: 0x60000010e25d (C-S-F3)
1765908736.499449 new key \033[14@: 0x60000010e25e (C-S-F4)
1765908736.499451 new key \033[15@: 0x60000010e25f (C-S-F5)
1765908736.499452 new key \033[17@: 0x60000010e260 (C-S-F6)
1765908736.499453 new key \033[18@: 0x60000010e261 (C-S-F7)
1765908736.499455 new key \033[19@: 0x60000010e262 (C-S-F8)
1765908736.499456 new key \033[20@: 0x60000010e263 (C-S-F9)
1765908736.499458 new key \033[21@: 0x60000010e264 (C-S-F10)
1765908736.499459 new key \033[23@: 0x60000010e265 (C-S-F11)
1765908736.499461 new key \033[24@: 0x60000010e266 (C-S-F12)
1765908736.499462 new key \033[I: 0x10e000 (FocusIn)
1765908736.499464 new key \033[O: 0x10e001 (FocusOut)
1765908736.499465 new key \033[200~: 0x800000010e003 (PasteStart[I])
1765908736.499467 new key \033[201~: 0x800000010e004 (PasteEnd[I])
1765908736.499468 new key \033[1;5Z: 0x600000000009 (C-S-Tab)
1765908736.499471 new key \033[?997;1n: 0x10e282 (Invalid#10e282)
1765908736.499473 new key \033[?997;2n: 0x10e283 (Invalid#10e283)
1765908736.499474 new key \033OP: 0x10e25b (F1)
1765908736.499476 new key \033OQ: 0x10e25c (F2)
1765908736.499477 new key \033OR: 0x10e25d (F3)
1765908736.499478 new key \033OS: 0x10e25e (F4)
1765908736.499480 replacing key \033[15~: 0x10e25f (F5)
1765908736.499481 replacing key \033[17~: 0x10e260 (F6)
1765908736.499483 replacing key \033[18~: 0x10e261 (F7)
1765908736.499484 replacing key \033[19~: 0x10e262 (F8)
1765908736.499485 replacing key \033[20~: 0x10e263 (F9)
1765908736.499486 replacing key \033[21~: 0x10e264 (F10)
1765908736.499488 replacing key \033[23~: 0x10e265 (F11)
1765908736.499489 replacing key \033[24~: 0x10e266 (F12)
1765908736.499491 replacing key \033[1;2P: 0x40000010e25b (S-F1)
1765908736.499492 replacing key \033[1;2Q: 0x40000010e25c (S-F2)
1765908736.499493 replacing key \033[1;2R: 0x40000010e25d (S-F3)
1765908736.499495 replacing key \033[1;2S: 0x40000010e25e (S-F4)
1765908736.499496 replacing key \033[15;2~: 0x40000010e25f (S-F5)
1765908736.499497 replacing key \033[17;2~: 0x40000010e260 (S-F6)
1765908736.499499 replacing key \033[18;2~: 0x40000010e261 (S-F7)
1765908736.499500 replacing key \033[19;2~: 0x40000010e262 (S-F8)
1765908736.499502 replacing key \033[20;2~: 0x40000010e263 (S-F9)
1765908736.499503 replacing key \033[21;2~: 0x40000010e264 (S-F10)
1765908736.499504 replacing key \033[23;2~: 0x40000010e265 (S-F11)
1765908736.499506 replacing key \033[24;2~: 0x40000010e266 (S-F12)
1765908736.499507 replacing key \033[1;5P: 0x20000010e25b (C-F1)
1765908736.499509 replacing key \033[1;5Q: 0x20000010e25c (C-F2)
1765908736.499510 replacing key \033[1;5R: 0x20000010e25d (C-F3)
1765908736.499511 replacing key \033[1;5S: 0x20000010e25e (C-F4)
1765908736.499513 replacing key \033[15;5~: 0x20000010e25f (C-F5)
1765908736.499514 replacing key \033[17;5~: 0x20000010e260 (C-F6)
1765908736.499515 replacing key \033[18;5~: 0x20000010e261 (C-F7)
1765908736.499517 replacing key \033[19;5~: 0x20000010e262 (C-F8)
1765908736.499518 replacing key \033[20;5~: 0x20000010e263 (C-F9)
1765908736.499520 replacing key \033[21;5~: 0x20000010e264 (C-F10)
1765908736.499521 replacing key \033[23;5~: 0x20000010e265 (C-F11)
1765908736.499523 replacing key \033[24;5~: 0x20000010e266 (C-F12)
1765908736.499524 replacing key \033[1;6P: 0x60000010e25b (C-S-F1)
1765908736.499525 replacing key \033[1;6Q: 0x60000010e25c (C-S-F2)
1765908736.499527 replacing key \033[1;6R: 0x60000010e25d (C-S-F3)
1765908736.499528 replacing key \033[1;6S: 0x60000010e25e (C-S-F4)
1765908736.499530 replacing key \033[15;6~: 0x60000010e25f (C-S-F5)
1765908736.499531 replacing key \033[17;6~: 0x60000010e260 (C-S-F6)
1765908736.499532 replacing key \033[18;6~: 0x60000010e261 (C-S-F7)
1765908736.499535 replacing key \033[19;6~: 0x60000010e262 (C-S-F8)
1765908736.499537 replacing key \033[20;6~: 0x60000010e263 (C-S-F9)
1765908736.499538 replacing key \033[21;6~: 0x60000010e264 (C-S-F10)
1765908736.499540 replacing key \033[23;6~: 0x60000010e265 (C-S-F11)
1765908736.499541 replacing key \033[24;6~: 0x60000010e266 (C-S-F12)
1765908736.499543 replacing key \033[1;3P: 0x810000010e25b (M-F1[I])
1765908736.499544 replacing key \033[1;3Q: 0x810000010e25c (M-F2[I])
1765908736.499545 replacing key \033[1;3R: 0x810000010e25d (M-F3[I])
1765908736.499547 replacing key \033[1;3S: 0x810000010e25e (M-F4[I])
1765908736.499548 replacing key \033[15;3~: 0x810000010e25f (M-F5[I])
1765908736.499550 replacing key \033[17;3~: 0x810000010e260 (M-F6[I])
1765908736.499551 replacing key \033[18;3~: 0x810000010e261 (M-F7[I])
1765908736.499553 replacing key \033[19;3~: 0x810000010e262 (M-F8[I])
1765908736.499554 replacing key \033[20;3~: 0x810000010e263 (M-F9[I])
1765908736.499556 replacing key \033[21;3~: 0x810000010e264 (M-F10[I])
1765908736.499557 replacing key \033[23;3~: 0x810000010e265 (M-F11[I])
1765908736.499558 replacing key \033[24;3~: 0x810000010e266 (M-F12[I])
1765908736.499560 replacing key \033[1;4P: 0x850000010e25b (M-S-F1[I])
1765908736.499561 replacing key \033[1;4Q: 0x850000010e25c (M-S-F2[I])
1765908736.499563 replacing key \033[1;4R: 0x850000010e25d (M-S-F3[I])
1765908736.499564 new key \033[2~: 0x10e267 (IC)
1765908736.499565 new key \033[3~: 0x10e268 (DC)
1765908736.499567 replacing key \033OH: 0x10e269 (Home)
1765908736.499568 replacing key \033OF: 0x10e26a (End)
1765908736.499570 new key \033[6~: 0x10e26b (NPage)
1765908736.499571 new key \033[5~: 0x10e26c (PPage)
1765908736.499573 new key \033[Z: 0x10e26d (BTab)
1765908736.499574 replacing key \033OA: 0x400000010e26e (Up[C])
1765908736.499576 replacing key \033OB: 0x400000010e26f (Down[C])
1765908736.499577 replacing key \033OD: 0x400000010e270 (Left[C])
1765908736.499579 replacing key \033OC: 0x400000010e271 (Right[C])
1765908736.499580 replacing key \033[3;2~: 0x40000010e268 (S-DC)
1765908736.499582 replacing key \033[3;3~: 0x810000010e268 (M-DC[I])
1765908736.499583 replacing key \033[3;4~: 0x850000010e268 (M-S-DC[I])
1765908736.499584 replacing key \033[3;5~: 0x20000010e268 (C-DC)
1765908736.499586 replacing key \033[3;6~: 0x60000010e268 (C-S-DC)
1765908736.499587 replacing key \033[3;7~: 0x830000010e268 (C-M-DC[I])
1765908736.499589 replacing key \033[1;2B: 0x40000010e26f (S-Down)
1765908736.499590 replacing key \033[1;2B: 0x40000010e26f (S-Down)
1765908736.499592 replacing key \033[1;3B: 0x810000010e26f (M-Down[I])
1765908736.499593 replacing key \033[1;4B: 0x850000010e26f (M-S-Down[I])
1765908736.499595 replacing key \033[1;5B: 0x20000010e26f (C-Down)
1765908736.499596 replacing key \033[1;6B: 0x60000010e26f (C-S-Down)
1765908736.499598 replacing key \033[1;7B: 0x830000010e26f (C-M-Down[I])
1765908736.499599 replacing key \033[1;2F: 0x40000010e26a (S-End)
1765908736.499601 replacing key \033[1;3F: 0x810000010e26a (M-End[I])
1765908736.499602 replacing key \033[1;4F: 0x850000010e26a (M-S-End[I])
1765908736.499603 replacing key \033[1;5F: 0x20000010e26a (C-End)
1765908736.499605 replacing key \033[1;6F: 0x60000010e26a (C-S-End)
1765908736.499606 replacing key \033[1;7F: 0x830000010e26a (C-M-End[I])
1765908736.499608 replacing key \033[1;2H: 0x40000010e269 (S-Home)
1765908736.499609 replacing key \033[1;3H: 0x810000010e269 (M-Home[I])
1765908736.499611 replacing key \033[1;4H: 0x850000010e269 (M-S-Home[I])
1765908736.499612 replacing key \033[1;5H: 0x20000010e269 (C-Home)
1765908736.499614 replacing key \033[1;6H: 0x60000010e269 (C-S-Home)
1765908736.499615 replacing key \033[1;7H: 0x830000010e269 (C-M-Home[I])
1765908736.499617 replacing key \033[2;2~: 0x40000010e267 (S-IC)
1765908736.499618 replacing key \033[2;3~: 0x810000010e267 (M-IC[I])
1765908736.499620 replacing key \033[2;4~: 0x850000010e267 (M-S-IC[I])
1765908736.499621 replacing key \033[2;5~: 0x20000010e267 (C-IC)
1765908736.499622 replacing key \033[2;6~: 0x60000010e267 (C-S-IC)
1765908736.499625 replacing key \033[2;7~: 0x830000010e267 (C-M-IC[I])
1765908736.499627 replacing key \033[1;2D: 0x40000010e270 (S-Left)
1765908736.499628 replacing key \033[1;3D: 0x810000010e270 (M-Left[I])
1765908736.499630 replacing key \033[1;4D: 0x850000010e270 (M-S-Left[I])
1765908736.499631 replacing key \033[1;5D: 0x20000010e270 (C-Left)
1765908736.499633 replacing key \033[1;6D: 0x60000010e270 (C-S-Left)
1765908736.499634 replacing key \033[1;7D: 0x830000010e270 (C-M-Left[I])
1765908736.499636 replacing key \033[6;2~: 0x40000010e26b (S-NPage)
1765908736.499637 replacing key \033[6;3~: 0x810000010e26b (M-NPage[I])
1765908736.499639 replacing key \033[6;4~: 0x850000010e26b (M-S-NPage[I])
1765908736.499640 replacing key \033[6;5~: 0x20000010e26b (C-NPage)
1765908736.499642 replacing key \033[6;6~: 0x60000010e26b (C-S-NPage)
1765908736.499643 replacing key \033[6;7~: 0x830000010e26b (C-M-NPage[I])
1765908736.499645 replacing key \033[5;2~: 0x40000010e26c (S-PPage)
1765908736.499646 replacing key \033[5;3~: 0x810000010e26c (M-PPage[I])
1765908736.499647 replacing key \033[5;4~: 0x850000010e26c (M-S-PPage[I])
1765908736.499649 replacing key \033[5;5~: 0x20000010e26c (C-PPage)
1765908736.499650 replacing key \033[5;6~: 0x60000010e26c (C-S-PPage)
1765908736.499652 replacing key \033[5;7~: 0x830000010e26c (C-M-PPage[I])
1765908736.499653 replacing key \033[1;2C: 0x40000010e271 (S-Right)
1765908736.499655 replacing key \033[1;3C: 0x810000010e271 (M-Right[I])
1765908736.499656 replacing key \033[1;4C: 0x850000010e271 (M-S-Right[I])
1765908736.499658 replacing key \033[1;5C: 0x20000010e271 (C-Right)
1765908736.499659 replacing key \033[1;6C: 0x60000010e271 (C-S-Right)
1765908736.499660 replacing key \033[1;7C: 0x830000010e271 (C-M-Right[I])
1765908736.499662 replacing key \033[1;2A: 0x40000010e26e (S-Up)
1765908736.499663 replacing key \033[1;2A: 0x40000010e26e (S-Up)
1765908736.499665 replacing key \033[1;3A: 0x810000010e26e (M-Up[I])
1765908736.499666 replacing key \033[1;4A: 0x850000010e26e (M-S-Up[I])
1765908736.499668 replacing key \033[1;5A: 0x20000010e26e (C-Up)
1765908736.499669 replacing key \033[1;6A: 0x60000010e26e (C-S-Up)
1765908736.499670 replacing key \033[1;7A: 0x830000010e26e (C-M-Up[I])
1765908736.499742 new session 0 $0
1765908736.499744 session $0 0 activity 1765908736.499743
1765908736.499746 spawn_window: [new-session/0x55cc6f7c19f0], flags=0
1765908736.499747 spawn_window: s=$0 wl=none wp0=none idx=-1
1765908736.499748 spawn_window: name=none
1765908736.499753 clients_calculate_size: after /dev/pts/0 (192x41), size is 192x41
1765908736.499755 clients_calculate_size: calculated size 192x41
1765908736.499756 clients_calculate_size: calculated size 192x41
1765908736.499757 clients_calculate_size: type is latest
1765908736.499759 default_window_size: resulting size is 192x41
1765908736.499763 @0 alerts timer reset 0
1765908736.499764 @0 alerts flags added 0x2
1765908736.499766 window_create: @0 create 192x41 (10x24)
1765908736.499768 window_add_ref: @0 winlink_set_window, now 1
1765908736.499769 spawn_pane: [new-session/0x55cc6f7c19f0], flags=0x10
1765908736.499771 spawn_pane: s=$0 wl=0 wp0=none idx=-1
1765908736.499772 spawn_pane: name=none
1765908736.499795 options_string_to_style: pane-scrollbars-style is 'bg=black,fg=white,width=1,pad=0'
1765908736.499801 style_parse: bg=black,fg=white,width=1,pad=0
1765908736.499802 style_parse: bg=black
1765908736.499804 style_parse: fg=white
1765908736.499806 style_parse: width=1
1765908736.499807 style_parse: pad=0
1765908736.499812 window_add_pane: @0 at start
1765908736.499842 spawn_pane: shell=/usr/bin/fish
1765908736.499844 spawn_pane: cwd=/home/aaron/.config/tmux
1765908736.499845 spawn_pane: environment ALACRITTY_LOG=/tmp/Alacritty-21245.log
1765908736.499847 spawn_pane: environment ALACRITTY_SOCKET=/run/user/1000/Alacritty-wayland-0-21245.sock
1765908736.499848 spawn_pane: environment ALACRITTY_WINDOW_ID=94899686439648
1765908736.499850 spawn_pane: environment BROWSER=firefox
1765908736.499851 spawn_pane: environment COLORTERM=truecolor
1765908736.499852 spawn_pane: environment DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1765908736.499856 spawn_pane: environment DEBUGINFOD_URLS=https://debuginfod.archlinux.org 
1765908736.499857 spawn_pane: environment DESKTOP_SESSION=plasma
1765908736.499858 spawn_pane: environment DISPLAY=:1
1765908736.499860 spawn_pane: environment EDITOR=nano
1765908736.499861 spawn_pane: environment GTK2_RC_FILES=/etc/gtk-2.0/gtkrc:/home/aaron/.gtkrc-2.0:/home/aaron/.config/gtkrc-2.0
1765908736.499863 spawn_pane: environment GTK_RC_FILES=/etc/gtk/gtkrc:/home/aaron/.gtkrc:/home/aaron/.config/gtkrc
1765908736.499864 spawn_pane: environment HOME=/home/aaron
1765908736.499865 spawn_pane: environment ICEAUTHORITY=/run/user/1000/iceauth_wcIJES
1765908736.499867 spawn_pane: environment INVOCATION_ID=78a21aabb031402f8b7474861b9ecc61
1765908736.499868 spawn_pane: environment JOURNAL_STREAM=9:20814
1765908736.499870 spawn_pane: environment KDE_APPLICATIONS_AS_SCOPE=1
1765908736.499871 spawn_pane: environment KDE_FULL_SESSION=true
1765908736.499872 spawn_pane: environment KDE_SESSION_UID=1000
1765908736.499873 spawn_pane: environment KDE_SESSION_VERSION=6
1765908736.499875 spawn_pane: environment LANG=en_US.UTF-8
1765908736.499876 spawn_pane: environment LC_ADDRESS=de_DE.UTF-8
1765908736.499877 spawn_pane: environment LC_IDENTIFICATION=de_DE.UTF-8
1765908736.499878 spawn_pane: environment LC_MEASUREMENT=de_DE.UTF-8
1765908736.499880 spawn_pane: environment LC_MONETARY=de_DE.UTF-8
1765908736.499881 spawn_pane: environment LC_NAME=de_DE.UTF-8
1765908736.499882 spawn_pane: environment LC_NUMERIC=de_DE.UTF-8
1765908736.499883 spawn_pane: environment LC_PAPER=de_DE.UTF-8
1765908736.499885 spawn_pane: environment LC_TELEPHONE=de_DE.UTF-8
1765908736.499886 spawn_pane: environment LC_TIME=de_DE.UTF-8
1765908736.499887 spawn_pane: environment LOGNAME=aaron
1765908736.499889 spawn_pane: environment MAIL=/var/spool/mail/aaron
1765908736.499890 spawn_pane: environment MANAGERPID=1248
1765908736.499891 spawn_pane: environment MANAGERPIDFDID=1249
1765908736.499893 spawn_pane: environment MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/plasma-plasmashell.service/memory.pressure
1765908736.499895 spawn_pane: environment MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1765908736.499896 spawn_pane: environment MOTD_SHOWN=pam
1765908736.499897 spawn_pane: environment PAM_KWALLET5_LOGIN=/run/user/1000/kwallet5.socket
1765908736.499901 spawn_pane: environment PATH=/home/aaron/.local/share/nvm/v24.1.0/bin:/home/aaron/.spicetify:/home/aaron/.cargo/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/var/lib/flatpak/exports/bin:/usr/lib/jvm/default/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl:/home/aaron/.local/share/JetBrains/Toolbox/scripts
1765908736.499902 spawn_pane: environment PWD=/home/aaron/.config/tmux
1765908736.499903 spawn_pane: environment QT_WAYLAND_RECONNECT=1
1765908736.499905 spawn_pane: environment SESSION_MANAGER=local/aaron-pc:@/tmp/.ICE-unix/1554,unix/aaron-pc:/tmp/.ICE-unix/1554
1765908736.499906 spawn_pane: environment SHELL=/usr/bin/fish
1765908736.499907 spawn_pane: environment SHLVL=1
1765908736.499909 spawn_pane: environment STARSHIP_SESSION_KEY=2013220227101919
1765908736.499910 spawn_pane: environment STARSHIP_SHELL=fish
1765908736.499911 spawn_pane: environment SYSTEMD_EXEC_PID=1576
1765908736.499913 spawn_pane: environment TERM=tmux-256color
1765908736.499914 spawn_pane: environment TERM_PROGRAM=tmux
1765908736.499915 spawn_pane: environment TERM_PROGRAM_VERSION=3.6a
1765908736.499917 spawn_pane: environment TMUX=/tmp/tmux-1000/default,26601,0
1765908736.499918 spawn_pane: environment TMUX_PANE=%0
1765908736.499919 spawn_pane: environment TMUX_PLUGIN_MANAGER_PATH=/home/aaron/.config/tmux/plugins/
1765908736.499921 spawn_pane: environment USER=aaron
1765908736.499922 spawn_pane: environment WAYLAND_DISPLAY=wayland-0
1765908736.499923 spawn_pane: environment WINDOWID=94899686439648
1765908736.499925 spawn_pane: environment XAUTHORITY=/run/user/1000/xauth_BAUtqF
1765908736.499926 spawn_pane: environment XDG_CONFIG_DIRS=/home/aaron/.config/kdedefaults:/etc/xdg
1765908736.499929 spawn_pane: environment XDG_CURRENT_DESKTOP=KDE
1765908736.499930 spawn_pane: environment XDG_DATA_DIRS=/home/aaron/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share:/usr/share
1765908736.499932 spawn_pane: environment XDG_MENU_PREFIX=plasma-
1765908736.499933 spawn_pane: environment XDG_RUNTIME_DIR=/run/user/1000
1765908736.499934 spawn_pane: environment XDG_SEAT=seat0
1765908736.499936 spawn_pane: environment XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1765908736.499937 spawn_pane: environment XDG_SESSION_CLASS=user
1765908736.499938 spawn_pane: environment XDG_SESSION_DESKTOP=KDE
1765908736.499939 spawn_pane: environment XDG_SESSION_ID=2
1765908736.499941 spawn_pane: environment XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session1
1765908736.499942 spawn_pane: environment XDG_SESSION_TYPE=wayland
1765908736.499943 spawn_pane: environment XDG_VTNR=1
1765908736.499944 spawn_pane: environment XKB_DEFAULT_LAYOUT=us
1765908736.499946 spawn_pane: environment _JAVA_AWT_WM_NONREPARENTING=1
1765908736.499947 spawn_pane: environment nvm_current_version=v24.1.0
1765908736.500955 window_set_active_pane: pane %0
1765908736.500970 window_pane_update_focus: %0 focus unchanged
1765908736.500974 cmd_find_best_winlink_with_window: window is @0
1765908736.500976 cmd_find_from_session_window: s=$0 0
1765908736.500982 cmd_find_from_session_window: wl=0 1 w=@0 fish
1765908736.500984 cmd_find_from_session_window: wp=%0
1765908736.500989 cmd_find_from_session_window: idx=0
1765908736.500996 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1765908736.500999 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1765908736.501003 notify_add: config_files=/etc/tmux.conf,/home/aaron/.tmux.conf,/home/aaron/.config/tmux/tmux.conf
1765908736.501007 notify_add: host=aaron-pc
1765908736.501010 notify_add: host_short=aaron-pc
1765908736.501012 notify_add: loop_last_flag=0
1765908736.501014 notify_add: next_session_id=$1
1765908736.501017 notify_add: pane_format=0
1765908736.501020 notify_add: pid=26601
1765908736.501022 notify_add: server_sessions=1
1765908736.501025 notify_add: session_format=0
1765908736.501027 notify_add: sixel_support=1
1765908736.501029 notify_add: socket_path=/tmp/tmux-1000/default
1765908736.501032 notify_add: start_time=1765908736
1765908736.501053 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1765908736.501057 notify_add: uid=1000
1765908736.501107 notify_add: user=aaron
1765908736.501112 notify_add: version=3.6a
1765908736.501114 notify_add: window_format=0
1765908736.501117 notify_add: hook=window-linked
1765908736.501119 notify_add: hook_session=$0
1765908736.501121 notify_add: hook_session_name=0
1765908736.501123 notify_add: hook_window=@0
1765908736.501125 notify_add: hook_window_name=fish
1765908736.501128 session_add_ref: 0 notify_add, now 2
1765908736.501130 window_add_ref: @0 notify_add, now 2
1765908736.501132 session_add_ref: 0 notify_add, now 3
1765908736.501142 cmdq_append <global>: [notify_callback/0x55cc6f7ebef0]
1765908736.501144 cmd_find_from_session: s=$0 0
1765908736.501145 cmd_find_from_session: wl=0 1 w=@0 fish
1765908736.501147 cmd_find_from_session: wp=%0
1765908736.501148 cmd_find_from_session: idx=none
1765908736.501150 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1765908736.501152 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1765908736.501155 notify_add: config_files=/etc/tmux.conf,/home/aaron/.tmux.conf,/home/aaron/.config/tmux/tmux.conf
1765908736.501160 notify_add: host=aaron-pc
1765908736.501162 notify_add: host_short=aaron-pc
1765908736.501163 notify_add: loop_last_flag=0
1765908736.501165 notify_add: next_session_id=$1
1765908736.501166 notify_add: pane_format=0
1765908736.501168 notify_add: pid=26601
1765908736.501170 notify_add: server_sessions=1
